HW,CIN,COUT,KERNEL_SIZE,STRIDES,LATENCY,model_path
14,56,56,3,2,0.00371402,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_5VV9W8.tflite
14,493,493,3,2,0.0318778,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_ENISIE.tflite
14,54,54,3,2,0.00304455,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_TUE1I3.tflite
14,69,69,3,2,0.00296503,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_Y679E0.tflite
14,249,249,3,1,0.0333568,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_5PK8DK.tflite
224,99,99,2,2,1.16964,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_P0ZZQJ.tflite
28,480,480,3,2,0.0767579,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_2T20DZ.tflite
112,503,503,2,2,1.48919,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_CYEFBZ.tflite
28,142,142,2,1,0.07520220000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_19FLZB.tflite
14,56,56,2,2,0.00220564,LitePred/outputs/pixel9_tflite_cpu_20260608_230438/kernels/maxpool/maxpool_prior_Y6K2JU.tflite
