HW,CIN,COUT,KERNEL_SIZE,STRIDES,FLOPS,PARAMS,LATENCY,model_path
56,84,86,7,1,1110.338432,0.354062,56.1669,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_U0S0S6.tflite
14,485,239,7,1,1113.294504,5.680074,66.0073,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_YZDT3Z.tflite
224,124,179,1,1,1122.688,0.022375,61.7319,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_MHJFIF.tflite
27,1136,152,3,1,1133.0118,1.5542,57.842,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_73FAK8.tflite
28,182,170,7,1,1188.72432,1.51623,61.968599999999995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_4RRL9J.tflite
56,68,465,7,2,1215.07848,1.549845,62.3949,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_XFY2JE.tflite
56,262,123,7,2,1238.090448,1.579197,65.5242,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_E18FH0.tflite
56,694,70,3,1,1371.34144,0.43729,70.4162,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_FU1I8P.tflite
56,1742,252,1,1,1377.444096,0.439236,70.07639999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_RKICC1.tflite
56,938,502,1,1,1478.241408,0.471378,74.08789999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0D8CAO.tflite
56,266,78,5,1,1626.887808,0.518778,82.8786,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_7XNF68.tflite
112,678,201,1,1,1711.992576,0.136479,90.198,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_PGID9T.tflite
56,2005,124,3,2,1754.359936,2.237704,95.91789999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_GINYUH.tflite
56,149,514,3,1,2163.175168,0.689788,107.698,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_6NU7HB.tflite
56,540,54,5,1,2286.313344,0.729054,128.856,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_5IYNTK.tflite
56,656,1169,1,1,2408.551488,0.768033,121.394,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_K9NLOA.tflite
14,499,506,7,1,2425.051552,12.372712,146.205,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_VVNSZ2.tflite
56,230,73,7,1,2580.247488,0.822783,148.364,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_RMUDHJ.tflite
56,165,104,7,1,2637.200384,0.840944,132.985,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_M4WITI.tflite
56,214,161,5,1,2701.698496,0.861511,145.614,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_M1J0WS.tflite
112,502,501,1,1,3161.125632,0.252003,160.536,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_572K7G.tflite
14,1003,683,5,1,3356.873968,17.126908,201.582,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_OWMH89.tflite
112,167,186,3,1,3509.108736,0.279744,179.168,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_EKSBTZ.tflite
56,162,142,7,1,3535.331968,1.127338,194.767,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_XHBY76.tflite
28,203,490,7,1,3821.62368,4.87452,207.695,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_2ULBCJ.tflite
56,764,36,7,1,4226.487552,1.347732,235.826,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0OF821.tflite
28,521,1174,3,1,4316.75104,5.50606,232.863,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_KRSA3B.tflite
56,541,212,7,2,4406.17408,5.62012,263.664,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_4QBVRX.tflite
56,183,183,7,1,5146.627584,1.641144,261.144,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_QFVILF.tflite
112,826,228,3,2,5316.08448,1.69518,276.014,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_7OSUXA.tflite
224,24,267,5,1,8051.592192,0.160467,400.755,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_THQAOS.tflite
56,655,180,5,1,9243.92448,2.94768,485.293,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_PEO7O5.tflite
224,989,216,1,1,10729.63584,0.21384,540.978,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_1MZU4N.tflite
28,1660,184,7,1,11733.927296,14.966744,664.56,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_EKJPG3.tflite
112,219,510,3,1,12615.75168,1.00572,703.004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_QQOWH3.tflite
112,1043,1002,1,1,13122.127872,1.046088,749.342,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_MT8MTB.tflite
224,150,198,3,1,13421.979648,0.267498,675.7,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_DMI3ZX.tflite
112,128,959,3,1,13870.239488,1.105727,777.146,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_0S0RAS.tflite
56,155,979,7,1,23320.813824,7.436484,1385.01,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_7TQKJ5.tflite
112,206,500,7,1,63315.84,5.0475,4180.6,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_41T0I3.tflite
28,1677,1011,7,1,65133.084576,83.077914,4649.49,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_AUWQ7Q.tflite
112,764,185,7,1,86877.79968,6.925845,6424.63,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_E54CKS.tflite
112,982,1025,5,1,315666.9376,25.164775,23175.1,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/conv-bn-relu/conv-bn-relu_prior_Q7FW67.tflite
