CIN,COUT,FLOPS,PARAMS,LATENCY,model_path
24996,1000,24.9965,49.993,3.77875,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_64SWU9.tflite
25034,1000,25.0345,50.069,3.8181599999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_VS1DG4.tflite
563,1061,0.5978735,1.195747,0.0653126,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_X514WE.tflite
584,1044,0.610218,1.220436,0.06635150000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_M9USMA.tflite
641,1014,0.650481,1.300962,0.0707569,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_1CKK4X.tflite
617,1055,0.6514625,1.302925,0.0649645,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_HYPME5.tflite
746,1047,0.7815855,1.563171,0.0917486,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_D9Q5FF.tflite
777,1036,0.80549,1.61098,0.09072090000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_LK2Z9M.tflite
837,1010,0.845875,1.69175,0.101804,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_1O10MO.tflite
833,1035,0.8626725,1.725345,0.101598,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_X4IMD7.tflite
883,1003,0.8861505,1.772301,0.104941,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_LMFZ8A.tflite
871,1027,0.8950305,1.790061,0.104443,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_6OUU5L.tflite
879,1055,0.9278725,1.855745,0.110243,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_4PYZ36.tflite
913,1048,0.957348,1.914696,0.112841,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_07FPDG.tflite
1019,1002,1.021539,2.043078,0.121303,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_ERPRVS.tflite
1023,1068,1.093098,2.186196,0.128914,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_XIWIEA.tflite
1059,1038,1.099761,2.199522,0.12189,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_2HZBKI.tflite
1083,1044,1.131174,2.262348,0.123016,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_P43EKF.tflite
1129,1005,1.1351475,2.270295,0.124619,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_RJD27C.tflite
1117,1038,1.159965,2.31993,0.127272,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_DC2709.tflite
1361,1070,1.456805,2.91361,0.177064,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_TXSI3V.tflite
1472,1031,1.5181475,3.036295,0.18547,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_EQSW9G.tflite
1728,1042,1.801097,3.602194,0.224225,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_YU31ZK.tflite
1872,1031,1.9305475,3.861095,0.23722800000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_HJ9KA2.tflite
1883,1025,1.9305875,3.861175,0.238881,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_X1RKUM.tflite
1995,1015,2.0254325,4.050865,0.251402,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_IDDK89.tflite
2030,1006,2.042683,4.085366,0.252069,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_DSW3XT.tflite
1992,1037,2.0662225,4.132445,0.256033,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_QEMWEE.tflite
2071,1008,2.088072,4.176144,0.259122,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_P28PR9.tflite
2128,1005,2.1391425,4.278285,0.265075,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_SD61V3.tflite
2029,1061,2.1532995,4.306599,0.26721100000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_DXV45S.tflite
2219,1007,2.2350365,4.470073,0.276792,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_85AXQ4.tflite
2117,1064,2.25302,4.50604,0.279856,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_OY1URG.tflite
2252,1007,2.2682675,4.536535,0.28043,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_HFGQ1P.tflite
562,4083,2.2966875,4.593375,0.280028,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_8LA69S.tflite
2284,1074,2.453553,4.907106,0.30250099999999996,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_KVMHKU.tflite
2338,1076,2.516226,5.032452,0.308635,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_V4M2D4.tflite
639,4038,2.582301,5.164602,0.321455,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_IB9S6L.tflite
679,4032,2.739744,5.479488,0.33463600000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_7GJ5TT.tflite
685,4066,2.787243,5.574486,0.332534,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_YKJYA4.tflite
822,4057,3.3368825,6.673765,0.404831,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_0BBKRZ.tflite
3668,1001,3.6721685,7.344337,0.445017,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_64YPV8.tflite
3744,1023,3.8306235,7.661247,0.474325,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_XCAJAI.tflite
3617,1065,3.8526375,7.705275,0.480273,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_RPE50D.tflite
3790,1022,3.873891,7.747782,0.481495,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_2XANLN.tflite
3757,1033,3.8814975,7.762995,0.48182600000000003,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_WBSJ75.tflite
3703,1051,3.8923785,7.784757,0.483363,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_FI4ETL.tflite
3844,1013,3.8944785,7.788957,0.483516,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_4SD4SC.tflite
3771,1036,3.907274,7.814548,0.485361,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_EFW71C.tflite
3760,1045,3.9297225,7.859445,0.494384,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_9KICO0.tflite
3814,1048,3.997596,7.995192,0.493741,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_DETC0X.tflite
3895,1033,4.0240515,8.048103,0.508381,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_6SYQYA.tflite
3799,1072,4.073064,8.146128,0.5145230000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_8A3O9E.tflite
4066,1015,4.1274975,8.254995,0.511077,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_8WR8CD.tflite
4021,1030,4.142145,8.28429,0.531995,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_3TUKKW.tflite
3913,1072,4.195272,8.390544,0.5351509999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_5GXOUD.tflite
4128,1017,4.1986845,8.397369,0.542515,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_TA6SHX.tflite
4062,1047,4.2534375,8.506875,0.549793,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_IBROW8.tflite
4161,1034,4.302991,8.605982,0.5563020000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_T8Y8Z2.tflite
4130,1046,4.320503,8.641006,0.554622,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_UAISMW.tflite
4147,1047,4.3424325,8.684865,0.557851,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_6S0G2J.tflite
1090,4085,4.4546925,8.909385,0.568696,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_Y8VTP1.tflite
4194,1075,4.5090875,9.018175,0.6050249999999999,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_EOYNKD.tflite
1113,4073,4.5352855,9.070571,0.587245,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_XXGLDE.tflite
1173,4064,4.769104,9.538208,0.647708,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_0PE915.tflite
1294,4082,5.284149,10.568298,0.68468,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_HB8GME.tflite
1541,4062,6.261573,12.523146,0.855579,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_YQEUHT.tflite
1866,4070,7.596655,15.19331,1.0589600000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_OP2I4U.tflite
2274,4032,9.170784,18.341568,1.29489,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_SM1D1I.tflite
2323,4090,9.503115,19.00623,1.37366,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_QJXJS6.tflite
2333,4073,9.5043455,19.008691,1.41317,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_ZN5ZGQ.tflite
9508,1040,9.88884,19.77768,1.4856500000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_KZ8GJ7.tflite
9583,1046,10.024341,20.048682,1.48596,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_OROHDD.tflite
9579,1072,10.269224,20.538448,1.48037,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_0Z6CGI.tflite
3593,4054,14.568049,29.136098,2.11914,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_TDO1US.tflite
3584,4066,14.574577,29.149154,2.15584,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_81BNKN.tflite
3657,4053,14.8238475,29.647695,2.17661,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_CJRUQ7.tflite
3666,4073,14.9336545,29.867309,2.2231799999999997,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_WD8INZ.tflite
3718,4051,15.0636435,30.127287,2.2038699999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_51Z2W0.tflite
3754,4018,15.085581,30.171162,2.20175,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_9OU8ZC.tflite
3751,4051,15.1973265,30.394653,2.27216,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_53KC2P.tflite
3779,4055,15.3258725,30.651745,2.2870500000000002,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_4KEPG8.tflite
3772,4069,15.3503025,30.700605,2.30312,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_K8NXKD.tflite
3793,4059,15.3978165,30.795633,2.26885,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_3PJ3EP.tflite
3815,4058,15.483299,30.966598,2.31331,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_GDLKIP.tflite
3822,4081,15.5996225,31.199245,2.34983,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_3CHGED.tflite
3943,4088,16.121028,32.242056,2.38331,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_42ENGM.tflite
4004,4061,16.2622745,32.524549,2.45106,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_XK7RUM.tflite
4016,4049,16.2628085,32.525617,2.43991,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_8N1M82.tflite
